Number,Symbol,Company Name,Market Cap,Stock Price,Revenue
4197,ROG,Rogers Corporation,1.27B,70.21,795.80M
4198,ROIV,Roivant Sciences Ltd.,7.85B,11.49,29.05M
4199,ROK,"Rockwell Automation, Inc.",37.47B,333.23,8.06B
4200,ROKU,"Roku, Inc.",12.26B,83.21,4.39B
4201,ROL,"Rollins, Inc.",28.42B,58.64,3.57B
4202,ROLR,"High Roller Technologies, Inc.",18.79M,2.23,28.15M
4203,ROMA,Roma Green Finance Limited,150.10M,2.65,1.57M
4204,ROOT,"Root, Inc.",1.36B,88.26,1.36B
4205,ROP,"Roper Technologies, Inc.",57.51B,534.38,7.47B
4206,ROST,"Ross Stores, Inc.",47.50B,145.22,21.26B
4207,RPAY,Repay Holdings Corporation,486.73M,5.15,309.65M
4208,RPD,"Rapid7, Inc.",1.15B,17.88,855.36M
4209,RPID,"Rapid Micro Biosystems, Inc.",149.02M,3.4,29.65M
4210,RPM,RPM International Inc.,15.36B,119.65,7.37B
4211,RPRX,Royalty Pharma plc,21.92B,37.58,2.31B
4212,RPT,Rithm Property Trust Inc.,119.46M,2.63,5.47M
4213,RPTX,Repare Therapeutics Inc.,65.94M,1.535,250.00K
4214,RR,Richtech Robotics Inc.,210.09M,1.83,4.39M
4215,RRBI,"Red River Bancshares, Inc.",412.21M,61.74,115.62M
4216,RRC,Range Resources Corporation,8.24B,34.58,2.80B
4217,RRGB,"Red Robin Gourmet Burgers, Inc.",100.74M,5.68,1.25B
4218,RRR,"Red Rock Resorts, Inc.",5.75B,56.28,1.99B
4219,RRX,Regal Rexnord Corporation,9.23B,139,5.85B
4220,RS,"Reliance, Inc.",14.99B,285.03,13.69B
4221,RSG,"Republic Services, Inc.",73.44B,235.21,16.37B
4222,RSI,"Rush Street Interactive, Inc.",4.24B,18.57,1.02B
4223,RSKD,Riskified Ltd.,790.23M,5.02,333.50M
4224,RSLS,ReShape Lifesciences Inc.,5.34M,2.24,7.18M
4225,RSSS,"Research Solutions, Inc.",83.74M,2.58,48.75M
4226,RSVR,"Reservoir Media, Inc.",494.31M,7.47,161.55M
4227,RTAC,Renatus Tactical Acquisition Corp I,366.15M,12.58,-
4228,RTO,Rentokil Initial plc,12.80B,25.26,7.58B
4229,RTX,RTX Corporation,207.29B,154.86,83.60B
4230,RUBI,Rubico Inc.,8.27M,2.64,-
4231,RUM,Rumble Inc.,2.67B,7.88,101.46M
4232,RUN,Sunrun Inc.,2.73B,11.85,2.13B
4233,RUSH.A,"Rush Enterprises, Inc.",4.29B,55.16,7.69B
4234,RUSHA,"Rush Enterprises, Inc.",4.29B,55.2,7.69B
4235,RUSHB,"Rush Enterprises, Inc.",4.29B,55.01,7.69B
4236,RVLV,"Revolve Group, Inc.",1.40B,19.64,1.18B
4237,RVMD,"Revolution Medicines, Inc.",6.54B,35,-
4238,RVP,"Retractable Technologies, Inc.",23.20M,0.775,33.75M
4239,RVPH,"Reviva Pharmaceuticals Holdings, Inc.",27.68M,0.407,-
4240,RVSB,"Riverview Bancorp, Inc.",103.20M,4.92,51.32M
4241,RVSN,Rail Vision Ltd.,18.72M,0.36,1.30M
4242,RVTY,"Revvity, Inc.",10.24B,86.84,2.80B
4243,RVYL,Ryvyl Inc.,12.07M,0.306,54.36M
4244,RWAY,Runway Growth Finance Corp.,410.07M,10.99,140.98M
4245,RWT,"Redwood Trust, Inc.",755.84M,5.74,136.25M
4246,RXO,"RXO, Inc.",2.39B,14.57,5.56B
4247,RXRX,"Recursion Pharmaceuticals, Inc.",2.33B,5.36,64.60M
4248,RXST,"RxSight, Inc.",292.18M,7.19,147.06M
4249,RXT,"Rackspace Technology, Inc.",289.19M,1.21,2.69B
4250,RY,Royal Bank of Canada,187.11B,132.6,42.08B
4251,RYAAY,Ryanair Holdings plc,32.22B,64.41,17.22B
4252,RYAM,Rayonier Advanced Materials Inc.,304.85M,4.55,1.52B
4253,RYAN,"Ryan Specialty Holdings, Inc.",15.42B,58.49,2.75B
4254,RYDE,Ryde Group Ltd,10.41M,0.305,6.56M
4255,RYET,Ruanyun Edai Technology Inc.,51.64M,1.53,6.69M
4256,RYI,Ryerson Holding Corporation,667.16M,20.72,4.44B
4257,RYN,Rayonier Inc.,4.09B,26.05,1.24B
4258,RYTM,"Rhythm Pharmaceuticals, Inc.",6.11B,91.96,156.29M
4259,RZLT,"Rezolute, Inc.",505.45M,5.81,-
4260,RZLV,Rezolve AI PLC,745.84M,3,187.79K
4261,S,"SentinelOne, Inc.",5.31B,16.03,864.14M
4262,SA,Seabridge Gold Inc.,1.65B,16.38,-
4263,SABR,Sabre Corporation,743.66M,1.885,3.01B
4264,SABS,"SAB Biotherapeutics, Inc.",22.90M,2.2,114.70K
4265,SACH,Sachem Capital Corp.,53.50M,1.13,-692.00K
4266,SAFE,Safehold Inc.,1.00B,14,393.60M
4267,SAFT,"Safety Insurance Group, Inc.",1.06B,71.07,1.20B
4268,SAFX,"XCF Global, Inc.",199.01M,1.29,23
4269,SAGT,Sagtec Global Limited,25.73M,2.05,19.04M
4270,SAH,"Sonic Automotive, Inc.",2.54B,74.25,14.70B
4271,SAIA,"Saia, Inc.",7.54B,283.72,3.24B
4272,SAIC,Science Applications International Corporation,5.47B,116.66,7.51B
4273,SAIH,SAIHEAT Limited,12.02M,7.09,5.54M
4274,SAIL,"SailPoint, Inc.",10.68B,19.19,904.42M
4275,SAM,"The Boston Beer Company, Inc.",2.32B,217.48,2.05B
4276,SAMG,Silvercrest Asset Management Group Inc.,203.46M,16.19,124.45M
4277,SAN,"Banco Santander, S.A.",137.96B,9.31,58.91B
4278,SANA,"Sana Biotechnology, Inc.",739.35M,3,-
4279,SAND,Sandstorm Gold Ltd.,3.06B,10.42,193.59M
4280,SANG,Sangoma Technologies Corporation,195.69M,5.87,238.26M
4281,SANM,Sanmina Corporation,6.46B,121.25,8.05B
4282,SAP,SAP SE,339.79B,292.12,42.15B
4283,SAR,Saratoga Investment Corp.,392.80M,25.07,142.50M
4284,SARO,"StandardAero, Inc.",9.22B,27.57,5.44B
4285,SATL,Satellogic Inc.,357.10M,3.43,12.93M
4286,SATS,EchoStar Corporation,7.79B,27.08,15.45B
4287,SAVA,"Cassava Sciences, Inc.",105.31M,2.18,-
4288,SB,"Safe Bulkers, Inc.",428.72M,4.19,277.51M
4289,SBAC,SBA Communications Corporation,23.74B,220.85,2.72B
4290,SBC,SBC Medical Group Holdings Incorporated,455.89M,4.4,197.94M
4291,SBCF,Seacoast Banking Corporation of Florida,2.34B,27.58,531.70M
4292,SBDS,"Solo Brands, Inc.",19.94M,8.14,407.19M
4293,SBET,"SharpLink Gaming, Inc.",2.65B,23.92,3.43M
4294,SBEV,"Splash Beverage Group, Inc.",3.67M,1.71,3.05M
4295,SBFG,"SB Financial Group, Inc.",132.54M,20.78,61.23M
4296,SBFM,"Sunshine Biopharma, Inc.",6.38M,1.4,36.23M
4297,SBGI,"Sinclair, Inc.",831.17M,11.93,3.48B
4298,SBH,"Sally Beauty Holdings, Inc.",1.16B,11.68,3.69B
4299,SBLK,Star Bulk Carriers Corp.,2.15B,18.84,1.13B
4300,SBR,Sabine Royalty Trust,1.03B,70.46,77.68M
4301,SBRA,"Sabra Health Care REIT, Inc.",4.49B,18.72,734.01M
4302,SBS,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,14.07B,20.49,6.63B
4303,SBSI,"Southside Bancshares, Inc.",865.10M,28.76,254.96M
4304,SBSW,Sibanye Stillwater Limited,6.39B,8.84,5.94B
4305,SBUX,Starbucks Corporation,104.71B,92.12,36.69B
4306,SBXD,SilverBox Corp IV,266.51M,10.47,-
4307,SCCO,Southern Copper Corporation,80.49B,100.1,11.89B
4308,SCHL,Scholastic Corporation,614.47M,24.55,1.63B
4309,SCHW,The Charles Schwab Corporation,176.39B,97.08,21.63B
4310,SCI,Service Corporation International,11.29B,80.52,4.25B
4311,SCKT,"Socket Mobile, Inc.",7.50M,0.946,16.71M
4312,SCL,Stepan Company,1.11B,48.91,2.26B
4313,SCLX,Scilex Holding Company,86.36M,15.72,50.71M
4314,SCM,Stellus Capital Investment Corporation,412.89M,14.53,102.76M
4315,SCNI,Scinai Immunotherapeutics Ltd.,1.42M,1.52,658.00K
4316,SCNX,"Scienture Holdings, Inc.",33.88M,2.1,146.90K
4317,SCOR,"comScore, Inc.",35.05M,6.99,358.51M
4318,SCPH,scPharmaceuticals Inc.,244.43M,4.63,49.97M
4319,SCS,Steelcase Inc.,1.82B,15.88,3.22B
4320,SCSC,"ScanSource, Inc.",933.65M,41.46,2.97B
4321,SCVL,"Shoe Carnival, Inc.",534.96M,19.57,1.18B
4322,SCWO,374Water Inc.,36.07M,0.249,673.27K
4323,SCYX,"SCYNEXIS, Inc.",33.75M,0.865,2.63M
4324,SD,"SandRidge Energy, Inc.",399.29M,10.88,146.17M
4325,SDA,SunCar Technology Group Inc.,228.89M,2.23,458.91M
4326,SDGR,"Schrödinger, Inc.",1.41B,19.21,237.92M
4327,SDHC,Smith Douglas Homes Corp.,946.19M,18.39,1.01B
4328,SDHI,Siddhi Acquisition Corp.,306.84M,10.32,-
4329,SDM,Smart Digital Group Limited,271.79M,10.17,21.52M
4330,SDOT,Sadot Group Inc.,9.11M,0.923,726.60M
4331,SDRL,Seadrill Limited,1.82B,29.18,1.29B
4332,SDST,Stardust Power Inc.,33.48M,0.402,-
4333,SE,Sea Limited,87.39B,147.61,17.93B
4334,SEAT,Vivid Seats Inc.,172.33M,16.76,694.01M
4335,SEB,Seaboard Corporation,3.38B,"3,526.09",9.50B
4336,SEDG,"SolarEdge Technologies, Inc.",1.48B,24.94,940.56M
4337,SEE,Sealed Air Corporation,4.31B,29.32,5.33B
4338,SEED,Origin Agritech Limited,7.54M,0.99,12.91M
4339,SEER,"Seer, Inc.",135.35M,2.3,16.29M
4340,SEG,Seaport Entertainment Group Inc.,298.58M,23.52,90.50M
4341,SEI,"Solaris Energy Infrastructure, Inc.",2.03B,29.99,446.98M
4342,SEIC,SEI Investments Company,10.82B,87.6,2.21B
4343,SELF,"Global Self Storage, Inc.",59.39M,5.24,12.62M
4344,SELX,Semilux International Ltd.,37.05M,0.99,1.04M
4345,SEM,Select Medical Holdings Corporation,1.50B,12.07,5.28B
4346,SEMR,"Semrush Holdings, Inc.",1.06B,7.12,413.96M
4347,SENEA,Seneca Foods Corporation,709.57M,103.9,1.57B
4348,SENEB,Seneca Foods Corporation,711.74M,103.13,1.57B
4349,SENS,"Senseonics Holdings, Inc.",403.59M,0.495,25.47M
4350,SEPN,"Septerna, Inc.",520.89M,11.69,977.00K
4351,SER,"Serina Therapeutics, Inc.",54.92M,5.51,51.00K
4352,SERA,"Sera Prognostics, Inc.",93.43M,2.48,108.00K
4353,SERV,Serve Robotics Inc.,540.70M,10.47,1.48M
4354,SES,SES AI Corporation,413.64M,1.13,11.36M
4355,SEVN,Seven Hills Realty Trust,156.91M,10.5,29.27M
4356,SEZL,Sezzle Inc.,3.11B,91.51,371.79M
4357,SF,Stifel Financial Corp.,11.41B,111.64,5.09B
4358,SFBC,"Sound Financial Bancorp, Inc.",117.40M,46,38.05M
4359,SFBS,"ServisFirst Bancshares, Inc.",4.23B,77.4,488.39M
4360,SFD,"Smithfield Foods, Inc.",10.04B,25.53,14.47B
4361,SFHG,Samfine Creation Holdings Group Limited,14.42M,0.71,19.76M
4362,SFIX,"Stitch Fix, Inc.",583.28M,4.47,1.28B
4363,SFL,SFL Corporation Ltd.,1.23B,9.19,852.59M
4364,SFM,"Sprouts Farmers Market, Inc.",14.56B,148.99,8.40B
4365,SFNC,Simmons First National Corporation,2.74B,18.95,742.88M
4366,SFST,"Southern First Bancshares, Inc.",333.77M,40.05,102.88M
4367,SFWL,Shengfeng Development Limited,88.27M,1.07,504.16M
4368,SG,"Sweetgreen, Inc.",1.15B,9.74,686.22M
4369,SGA,"Saga Communications, Inc.",83.10M,12.9,110.35M
4370,SGBX,Safe & Green Holdings Corp.,4.05M,0.4,4.57M
4371,SGC,"Superior Group of Companies, Inc.",179.00M,11.29,576.24M
4372,SGD,Safe and Green Development Corporation,2.78M,1.15,175.91K
4373,SGHC,Super Group (SGHC) Limited,5.40B,10.72,1.94B
4374,SGHT,"Sight Sciences, Inc.",219.22M,4.16,78.11M
4375,SGI,Somnigroup International Inc.,15.63B,74.95,5.99B
4376,SGLY,Singularity Future Technology Ltd.,3.95M,0.96,2.17M
4377,SGML,Sigma Lithium Corporation,608.50M,5.44,152.52M
4378,SGMO,"Sangamo Therapeutics, Inc.",108.56M,0.457,81.71M
4379,SGMT,Sagimet Biosciences Inc.,281.07M,8.73,-
4380,SGN,"Signing Day Sports, Inc.",4.82M,1.33,529.28K
4381,SGRP,"SPAR Group, Inc.",25.96M,1.165,148.27M
4382,SGRY,"Surgery Partners, Inc.",3.01B,23.67,3.24B
4383,SGU,"Star Group, L.P.",404.42M,11.7,1.78B
4384,SHAK,Shake Shack Inc.,4.51B,105.6,1.32B
4385,SHBI,"Shore Bancshares, Inc.",512.96M,15.39,208.21M
4386,SHC,Sotera Health Company,3.97B,13.97,1.12B
4387,SHCO,Soho House & Co Inc.,1.42B,7.29,1.25B
4388,SHEL,Shell plc,209.52B,71.65,272.01B
4389,SHEN,Shenandoah Telecommunications Company,668.10M,12.17,349.48M
4390,SHFS,"SHF Holdings, Inc.",6.31M,2.265,13.96M
4391,SHG,"Shinhan Financial Group Co., Ltd.",24.18B,50.15,11.72B
4392,SHIM,Shimmick Corporation,65.96M,1.87,482.30M
4393,SHIP,Seanergy Maritime Holdings Corp.,155.30M,7.43,147.72M
4394,SHLS,"Shoals Technologies Group, Inc.",789.95M,4.72,400.35M
4395,SHMD,SCHMID Group N.V.,113.88M,2.65,85.17M
4396,SHO,"Sunstone Hotel Investors, Inc.",1.65B,8.71,935.00M
4397,SHOO,"Steven Madden, Ltd.",1.85B,25.44,2.32B
4398,SHOP,Shopify Inc.,194.44B,149.61,10.01B
4399,SHOT,"Safety Shot, Inc.",164.21M,1.14,573.34K
4400,SHPH,"Shuttle Pharmaceuticals Holdings, Inc.",1.58M,3.42,-
4401,SHW,The Sherwin-Williams Company,87.56B,352.16,23.08B
4402,SI,"Shoulder Innovations, Inc.",247.25M,12.41,34.57M
4403,SIBN,"SI-BONE, Inc.",676.45M,15.68,185.26M
4404,SID,Companhia Siderúrgica Nacional,1.81B,1.38,8.20B
4405,SIDU,"Sidus Space, Inc.",28.25M,1.11,3.86M
4406,SIEB,Siebert Financial Corp.,160.43M,3.97,92.06M
4407,SIF,"SIFCO Industries, Inc.",31.88M,5.15,83.55M
4408,SIFY,Sify Technologies Limited,593.27M,8.2,480.24M
4409,SIG,Signet Jewelers Limited,3.06B,74.31,6.73B
4410,SIGA,"SIGA Technologies, Inc.",641.59M,8.96,179.64M
4411,SIGI,"Selective Insurance Group, Inc.",4.76B,78.19,5.11B
4412,SII,Sprott Inc.,1.73B,67.02,197.66M
4413,SILA,"Sila Realty Trust, Inc.",1.39B,25.39,189.65M
4414,SILC,Silicom Ltd.,94.16M,16.6,58.65M
4415,SILO,"Silo Pharma, Inc.",5.00M,0.693,72.10K
4416,SIM,"Grupo Simec, S.A.B. de C.V.",3.88B,25.25,1.71B
4417,SIMA,SIM Acquisition Corp. I,319.85M,10.43,-
4418,SIMO,Silicon Motion Technology Corporation,2.60B,76.2,768.74M
4419,SINT,"Sintx Technologies, Inc.",7.96M,2.89,2.57M
4420,SION,"Sionna Therapeutics, Inc.",779.11M,17.72,-
4421,SIRI,Sirius XM Holdings Inc.,7.21B,21.42,8.57B
4422,SISI,"Shineco, Inc.",5.92M,0.131,9.60M
4423,SITC,SITE Centers Corp.,588.43M,11.22,173.35M
4424,SITE,"SiteOne Landscape Supply, Inc.",5.90B,132.3,4.62B
4425,SITM,SiTime Corporation,5.19B,199.57,255.62M
4426,SJ,Scienjoy Holding Corporation,34.78M,0.828,186.65M
4427,SJM,The J. M. Smucker Company,11.81B,110.72,8.73B
4428,SJT,San Juan Basin Royalty Trust,271.73M,5.83,1.93M
4429,SKBL,Skyline Builders Group Holding Limited,16.62M,0.55,46.01M
4430,SKE,Skeena Resources Limited,1.76B,15.33,-
4431,SKIL,Skillsoft Corp.,123.19M,14.37,527.40M
4432,SKIN,The Beauty Health Company,238.16M,1.89,310.06M
4433,SKK,SKK Holdings Limited,7.03M,0.45,11.30M
4434,SKLZ,Skillz Inc.,121.00M,7.61,93.32M
4435,SKM,"SK Telecom Co., Ltd.",8.60B,22.66,13.20B
4436,SKT,Tanger Inc.,3.73B,31.66,561.02M
4437,SKWD,"Skyward Specialty Insurance Group, Inc.",1.97B,48.72,1.25B
4438,SKX,"Skechers U.S.A., Inc.",9.42B,62.96,9.41B
4439,SKY,"Champion Homes, Inc.",3.72B,65.9,2.56B
4440,SKYE,"Skye Bioscience, Inc.",109.06M,3.52,-
4441,SKYH,Sky Harbour Group Corporation,815.22M,10.36,17.95M
4442,SKYQ,Sky Quarry Inc.,9.35M,0.437,18.74M
4443,SKYT,"SkyWater Technology, Inc.",678.32M,14.08,289.66M
4444,SKYW,"SkyWest, Inc.",4.47B,110.81,3.84B
4445,SKYX,SKYX Platforms Corp.,124.02M,1.16,87.41M
4446,SLAB,Silicon Laboratories Inc.,4.12B,125.43,703.20M
4447,SLB,Schlumberger Limited,49.04B,32.87,35.48B
4448,SLDB,Solid Biosciences Inc.,487.57M,6.29,-
4449,SLDE,"Slide Insurance Holdings, Inc.",2.14B,17.13,929.28M
4450,SLDP,"Solid Power, Inc.",707.01M,3.9,20.72M
4451,SLE,"Super League Enterprise, Inc.",3.65M,4.13,14.69M
4452,SLF,Sun Life Financial Inc.,31.83B,56.54,25.03B
4453,SLG,SL Green Realty Corp.,4.05B,53.41,640.55M
4454,SLGL,Sol-Gel Technologies Ltd.,44.54M,15.99,12.10M
4455,SLGN,Silgan Holdings Inc.,4.96B,46.37,6.16B
4456,SLI,Standard Lithium Ltd.,566.25M,2.84,-
4457,SLM,SLM Corporation,6.65B,31.89,1.21B
4458,SLN,Silence Therapeutics plc,238.04M,5.04,27.17M
4459,SLND,"Southland Holdings, Inc.",244.60M,4.53,931.57M
4460,SLNG,"Stabilis Solutions, Inc.",84.15M,4.525,69.57M
4461,SLNH,"Soluna Holdings, Inc.",13.56M,0.463,31.41M
4462,SLNO,"Soleno Therapeutics, Inc.",4.35B,82.35,32.66M
4463,SLP,"Simulations Plus, Inc.",285.20M,14.17,80.38M
4464,SLQT,"SelectQuote, Inc.",335.08M,1.94,1.49B
4465,SLRC,SLR Investment Corp.,897.97M,16.48,222.45M
4466,SLRX,"Salarius Pharmaceuticals, Inc.",1.06M,0.5,-
4467,SLS,"SELLAS Life Sciences Group, Inc.",157.65M,1.58,-
4468,SLSN,"Solesence, Inc.",234.00M,3.32,64.42M
4469,SLSR,Solaris Resources Inc.,866.75M,5.25,-
4470,SLVM,Sylvamo Corporation,1.65B,40.4,3.55B
4471,SLXN,Silexion Therapeutics Corp,4.62M,8.23,-
4472,SM,SM Energy Company,3.02B,26.24,3.00B
4473,SMA,"SmartStop Self Storage REIT, Inc.",2.00B,33.98,243.62M
4474,SMBC,"Southern Missouri Bancorp, Inc.",589.04M,52.13,172.93M
4475,SMBK,"SmartFinancial, Inc.",565.49M,33.23,178.96M
4476,SMC,Summit Midstream Corporation,299.17M,24.44,444.38M
4477,SMCI,"Super Micro Computer, Inc.",26.62B,44.6,21.97B
4478,SMFG,"Sumitomo Mitsui Financial Group, Inc.",100.27B,15.87,23.19B
4479,SMG,The Scotts Miracle-Gro Company,3.37B,58.45,3.44B
4480,SMHI,SEACOR Marine Holdings Inc.,173.19M,6.42,255.03M
4481,SMID,Smith-Midland Corporation,198.09M,37.35,84.45M
4482,SMLR,"Semler Scientific, Inc.",534.89M,36.13,42.98M
4483,SMMT,Summit Therapeutics Inc.,21.28B,28.66,-
4484,SMP,"Standard Motor Products, Inc.",822.12M,37.39,1.65B
4485,SMPL,The Simply Good Foods Company,2.96B,29.45,1.46B
4486,SMR,NuScale Power Corporation,11.19B,39.35,56.13M
4487,SMRT,"SmartRent, Inc.",238.85M,1.27,155.53M
4488,SMSI,"Smith Micro Software, Inc.",14.21M,0.677,18.66M
4489,SMTC,Semtech Corporation,4.41B,50.85,954.24M
4490,SMTI,Sanara MedTech Inc.,220.42M,24.8,91.57M
4491,SMTK,"SmartKem, Inc.",3.68M,0.83,105.00K
4492,SMWB,Similarweb Ltd.,607.65M,7.16,258.02M
4493,SMX,SMX (Security Matters) Public Limited Company,3.24M,6.51,-
4494,SMXT,"SolarMax Technology, Inc.",49.30M,1.04,24.15M
4495,SN,"SharkNinja, Inc.",16.37B,116.06,5.88B
4496,SNA,Snap-on Incorporated,16.79B,321.8,5.07B
4497,SNAL,"Snail, Inc.",36.28M,0.975,90.46M
4498,SNAP,Snap Inc.,12.52B,7.41,5.64B
4499,SNBR,Sleep Number Corporation,202.21M,8.88,1.52B
4500,SNCR,"Synchronoss Technologies, Inc.",84.64M,7.85,172.84M
4501,SNCY,"Sun Country Airlines Holdings, Inc.",571.55M,10.73,1.10B
4502,SND,"Smart Sand, Inc.",82.44M,1.86,293.88M
4503,SNDA,"Sonida Senior Living, Inc.",436.55M,24.38,290.22M
4504,SNDK,Sandisk Corporation,6.44B,44.34,7.21B
4505,SNDL,SNDL Inc.,432.35M,1.68,692.34M
4506,SNDR,"Schneider National, Inc.",4.20B,23.98,5.48B
4507,SNDX,"Syndax Pharmaceuticals, Inc.",1.08B,12.48,77.93M
4508,SNES,"SenesTech, Inc.",16.45M,4.69,2.09M
4509,SNEX,StoneX Group Inc.,4.66B,89.33,129.41B
4510,SNFCA,Security National Financial Corporation,218.11M,8.82,336.07M
4511,SNGX,"Soligenix, Inc.",9.47M,2.9,2.34K
4512,SNN,Smith & Nephew plc,15.77B,36.14,5.94B
4513,SNOA,"Sonoma Pharmaceuticals, Inc.",5.03M,3.06,14.91M
4514,SNOW,Snowflake Inc.,63.97B,191.73,3.84B
4515,SNPS,"Synopsys, Inc.",114.62B,619.42,6.22B
4516,SNRE,Sunrise Communications AG,3.95B,55.03,3.39B
4517,SNSE,"Sensei Biotherapeutics, Inc.",9.65M,7.65,-
4518,SNT,Senstar Technologies Corporation,95.17M,4.08,36.69M
4519,SNTG,Sentage Holdings Inc.,4.94M,1.76,107.51K
4520,SNTI,"Senti Biosciences, Inc.",41.33M,1.58,-
4521,SNV,Synovus Financial Corp.,6.64B,47.87,2.24B
4522,SNWV,"SANUWAVE Health, Inc.",340.72M,39.79,39.19M
4523,SNX,TD SYNNEX Corporation,12.09B,146.57,60.01B
4524,SNY,Sanofi,115.13B,47.13,53.71B
4525,SNYR,Synergy CHC Corp.,31.91M,3.54,33.59M
4526,SO,The Southern Company,104.16B,94.69,28.36B
4527,SOAR,"Volato Group, Inc.",6.06M,1.31,71.72M
4528,SOBO,South Bow Corporation,5.71B,27.39,2.04B
4529,SOBR,"SOBR Safe, Inc.",4.94M,3.26,301.40K
4530,SOC,Sable Offshore Corp.,2.86B,28.83,-
4531,SOCA,Solarius Capital Acquisition Corp.,205.34M,10.04,-
4532,SOFI,"SoFi Technologies, Inc.",26.46B,22.1,3.03B
4533,SOGP,Sound Group Inc.,23.69M,4.75,278.36M
4534,SOHO,Sotherly Hotels Inc.,16.85M,0.815,182.16M
4535,SOHU,Sohu.com Limited,457.29M,15.21,548.59M
4536,SOL,Emeren Group Ltd,97.00M,1.89,85.62M
4537,SOLV,Solventum Corporation,12.72B,73.39,8.39B
4538,SON,Sonoco Products Company,4.48B,45.43,6.34B
4539,SOND,Sonder Holdings Inc.,25.16M,2.04,621.27M
4540,SONM,"Sonim Technologies, Inc.",10.82M,0.61,58.24M
4541,SONN,"Sonnet BioTherapeutics Holdings, Inc.",20.17M,3.22,1.00M
4542,SONO,"Sonos, Inc.",1.37B,11.33,1.41B
4543,SONY,Sony Group Corporation,162.05B,27.15,90.20B
4544,SOPA,Society Pass Incorporated,6.00M,1.14,6.73M
4545,SOPH,SOPHiA GENETICS SA,214.90M,3.18,69.69M
4546,SORA,Top Win International Limited,98.21M,3.95,17.62M
4547,SOS,SOS Limited,15.37M,2.27,231.42M
4548,SOTK,Sono-Tek Corporation,51.74M,3.29,20.61M
4549,SOUL,Soulpower Acquisition Corporation,385.83M,10.06,-
4550,SOUN,"SoundHound AI, Inc.",5.49B,13.55,131.45M
4551,SOWG,Sow Good Inc.,9.25M,0.813,23.06M
4552,SPAI,Safe Pro Group Inc.,62.81M,4.14,2.05M
4553,SPB,"Spectrum Brands Holdings, Inc.",1.36B,56.33,2.85B
4554,SPCB,SuperCom Ltd.,47.38M,11.55,27.83M
4555,SPCE,"Virgin Galactic Holdings, Inc.",128.88M,3.1,1.70M
4556,SPEG,Silver Pegasus Acquisition Corp.,150.55M,10.15,-
4557,SPFI,"South Plains Financial, Inc.",596.21M,36.75,199.00M
4558,SPG,"Simon Property Group, Inc.",62.21B,164.93,6.03B
4559,SPGI,S&P Global Inc.,170.00B,556.87,14.70B
4560,SPH,"Suburban Propane Partners, L.P.",1.16B,17.86,1.43B
4561,SPHL,Springview Holdings Ltd,11.10M,0.516,6.46M
4562,SPHR,Sphere Entertainment Co.,1.45B,40.29,1.03B
4563,SPIR,"Spire Global, Inc.",298.34M,9.6,99.50M
4564,SPKL,Spark I Acquisition Corporation,179.99M,10.96,-
4565,SPMC,"Sound Point Meridian Capital, Inc.",369.60M,18.19,84.32M
4566,SPNS,Sapiens International Corporation N.V.,1.48B,26.53,544.24M
4567,SPNT,SiriusPoint Ltd.,2.13B,18.2,2.79B
4568,SPOK,"Spok Holdings, Inc.",374.96M,18.17,140.74M
4569,SPOT,Spotify Technology S.A.,145.26B,705.89,19.51B
4570,SPPL,Simpple Ltd.,13.45M,2.76,2.76M
4571,SPR,"Spirit AeroSystems Holdings, Inc.",4.69B,39.9,6.28B
4572,SPRC,SciSparc Ltd.,2.77M,5.19,1.31M
4573,SPRO,"Spero Therapeutics, Inc.",122.44M,2.19,44.58M
4574,SPRU,Spruce Power Holding Corporation,27.63M,1.55,87.64M
4575,SPRY,"ARS Pharmaceuticals, Inc.",1.72B,17.5,97.12M
4576,SPSC,"SPS Commerce, Inc.",4.03B,106.25,703.54M
4577,SPT,"Sprout Social, Inc.",819.59M,13.94,430.80M
4578,SPTN,SpartanNash Company,898.93M,26.55,9.65B
4579,SPWH,"Sportsman's Warehouse Holdings, Inc.",138.33M,3.61,1.20B
4580,SPWR,"Complete Solaria, Inc.",114.79M,1.43,181.44M
4581,SPXC,"SPX Technologies, Inc.",9.43B,201.57,2.05B
4582,SQFT,"Presidio Property Trust, Inc.",6.85M,5.11,18.26M
4583,SQM,Sociedad Química y Minera de Chile S.A.,12.06B,42.22,4.48B
4584,SQNS,Sequans Communications S.A.,182.68M,1.28,37.33M
4585,SR,Spire Inc.,4.49B,76.04,2.44B
4586,SRAD,Sportradar Group AG,8.26B,27.63,1.40B
4587,SRBK,"SR Bancorp, Inc.",124.43M,14.08,31.83M
4588,SRCE,1st Source Corporation,1.44B,58.84,391.81M
4589,SRDX,"Surmodics, Inc.",506.34M,35.38,120.80M
4590,SRE,Sempra,53.29B,81.71,13.34B
4591,SRFM,Surf Air Mobility Inc.,134.51M,3.99,112.31M
4592,SRG,Seritage Growth Properties,161.65M,2.87,-3.41M
4593,SRI,"Stoneridge, Inc.",218.45M,7.8,877.92M
4594,SRL,Scully Royalty Ltd.,84.49M,5.7,24.54M
4595,SRPT,"Sarepta Therapeutics, Inc.",1.78B,18.23,2.48B
4596,SRRK,Scholar Rock Holding Corporation,3.07B,31.96,-
4597,SRTS,"Sensus Healthcare, Inc.",56.98M,3.465,39.49M
4598,SRXH,SRx Health Solutions Inc.,4.09M,0.351,119.42M
