Number,Symbol,Company Name,Market Cap,Stock Price,Revenue
3360,NE,Noble Corporation plc,4.25B,26.78,3.29B
3361,NECB,"Northeast Community Bancorp, Inc.",239.80M,20.6,103.15M
3362,NEE,"NextEra Energy, Inc.",149.11B,72.41,25.90B
3363,NEGG,"Newegg Commerce, Inc.",1.55B,79.79,1.24B
3364,NEHC,"New Era Helium, Inc.",5.64M,0.39,530.02K
3365,NEM,Newmont Corporation,75.74B,68.98,20.58B
3366,NEN,New England Realty Associates Limited Partnership,252.07M,72.01,82.53M
3367,NEO,"NeoGenomics, Inc.",749.24M,5.8,689.19M
3368,NEOG,Neogen Corporation,1.10B,5.08,894.66M
3369,NEON,Neonode Inc.,385.84M,22.99,2.81M
3370,NEOV,NeoVolta Inc.,167.89M,4.92,4.26M
3371,NEPH,"Nephros, Inc.",41.34M,3.9,16.68M
3372,NERV,"Minerva Neurosciences, Inc.",12.31M,1.76,-
3373,NESR,National Energy Services Reunited Corp.,664.11M,6.65,1.31B
3374,NET,"Cloudflare, Inc.",71.30B,204.6,1.88B
3375,NETD,Nabors Energy Transition Corp. II,429.10M,11.26,-
3376,NEU,NewMarket Corporation,6.94B,738.17,2.78B
3377,NEUE,"NeueHealth, Inc.",59.11M,6.72,890.44M
3378,NEUP,Neuphoria Therapeutics Inc.,13.97M,7.43,15.66M
3379,NEWP,New Pacific Metals Corp.,281.28M,1.63,-
3380,NEWT,"NewtekOne, Inc.",306.86M,11.66,364.00M
3381,NEXA,Nexa Resources S.A.,644.98M,4.87,2.79B
3382,NEXM,NexMetals Mining Corp.,112.82M,5.26,-
3383,NEXN,Nexxen International Ltd.,611.97M,9.65,369.38M
3384,NEXT,NextDecade Corporation,2.71B,10.34,-
3385,NFBK,"Northfield Bancorp, Inc. (Staten Island, NY)",444.96M,10.64,133.08M
3386,NFE,New Fortress Energy Inc.,745.82M,2.72,2.13B
3387,NFG,National Fuel Gas Company,7.94B,87.89,2.18B
3388,NFGC,New Found Gold Corp.,362.60M,1.58,-
3389,NFLX,"Netflix, Inc.",514.86B,"1,211.64",41.69B
3390,NG,NovaGold Resources Inc.,2.31B,5.66,-
3391,NGD,New Gold Inc.,3.85B,4.88,1.03B
3392,NGG,National Grid plc,70.21B,71.01,23.74B
3393,NGL,NGL Energy Partners LP,594.06M,4.5,3.33B
3394,NGNE,Neurogene Inc.,302.64M,21.25,925.00K
3395,NGS,"Natural Gas Services Group, Inc.",310.49M,24.78,161.22M
3396,NGVC,"Natural Grocers by Vitamin Cottage, Inc.",906.69M,39.5,1.32B
3397,NGVT,Ingevity Corporation,1.87B,51.27,1.32B
3398,NHC,National HealthCare Corporation,1.55B,100.38,1.45B
3399,NHI,"National Health Investors, Inc.",3.56B,74.92,350.60M
3400,NHIC,NewHold Investment Corp III,281.93M,10.34,-
3401,NHTC,Natural Health Trends Corp.,56.34M,4.9,42.09M
3402,NI,NiSource Inc.,19.91B,42.28,6.13B
3403,NIC,"Nicolet Bankshares, Inc.",1.88B,126.36,364.02M
3404,NICE,NICE Ltd.,9.73B,148.66,2.78B
3405,NINE,"Nine Energy Service, Inc.",27.30M,0.63,577.30M
3406,NIO,NIO Inc.,10.85B,4.84,9.35B
3407,NIPG,NIP Group Inc.,103.89M,1.78,85.27M
3408,NIQ,NIQ Global Intelligence plc,5.30B,17.95,3.98B
3409,NISN,"Nisun International Enterprise Development Group Co., Ltd",18.63M,3.95,340.22M
3410,NITO,"N2OFF, Inc.",6.79M,0.245,232.00K
3411,NIU,Niu Technologies,294.70M,3.78,477.58M
3412,NIVF,NewGenIvf Group Limited,1.62M,1.87,5.43M
3413,NIXX,"Nixxy, Inc.",35.15M,1.73,1.79M
3414,NJR,New Jersey Resources Corporation,4.72B,46.96,2.10B
3415,NKE,"NIKE, Inc.",109.57B,74.19,46.31B
3416,NKSH,"National Bankshares, Inc.",184.15M,29.05,49.80M
3417,NKTR,Nektar Therapeutics,398.96M,23.06,74.93M
3418,NKTX,"Nkarta, Inc.",140.50M,1.98,-
3419,NL,"NL Industries, Inc.",297.57M,6.09,152.72M
3420,NLOP,Net Lease Office Properties,493.16M,33.29,117.60M
3421,NLSP,NLS Pharmaceutics AG,6.76M,2.14,-
3422,NLY,"Annaly Capital Management, Inc.",13.23B,20.6,1.07B
3423,NMAX,Newsmax Inc.,1.52B,11.82,175.72M
3424,NMFC,New Mountain Finance Corporation,1.09B,10.25,355.68M
3425,NMG,Nouveau Monde Graphite Inc.,294.58M,1.93,-
3426,NMIH,"NMI Holdings, Inc.",3.02B,38.94,679.62M
3427,NMM,Navios Maritime Partners L.P.,1.32B,44.3,1.32B
3428,NMP,NMP Acquisition Corp.,151.01M,10.06,-
3429,NMR,"Nomura Holdings, Inc.",20.36B,7.07,13.59B
3430,NMRA,"Neumora Therapeutics, Inc.",236.15M,1.46,-
3431,NMRK,"Newmark Group, Inc.",4.03B,16.23,2.98B
3432,NMTC,NeuroOne Medical Technologies Corporation,37.29M,0.749,5.76M
3433,NN,NextNav Inc.,1.83B,13.75,6.26M
3434,NNBR,"NN, Inc.",106.95M,2.12,433.71M
3435,NNDM,Nano Dimension Ltd.,286.98M,1.33,58.81M
3436,NNE,NANO Nuclear Energy Inc.,1.47B,35.46,-
3437,NNI,"Nelnet, Inc.",4.44B,122.82,1.56B
3438,NNN,"NNN REIT, Inc.",7.90B,41.84,894.70M
3439,NNNN,Anbio Biotechnology,2.24B,51.06,8.19M
3440,NNOX,Nano-X Imaging Ltd.,296.76M,4.65,11.55M
3441,NNVC,"NanoViricides, Inc.",25.39M,1.58,-
3442,NOA,North American Construction Group Ltd.,481.21M,16.4,841.54M
3443,NOAH,Noah Holdings Limited,801.75M,12.18,353.62M
3444,NOC,Northrop Grumman Corporation,83.21B,581.11,40.50B
3445,NODK,"NI Holdings, Inc.",265.56M,12.9,310.39M
3446,NOEM,CO2 Energy Transition Corp.,96.82M,10.1,-
3447,NOG,"Northern Oil and Gas, Inc.",2.38B,24.48,2.09B
3448,NOK,Nokia Oyj,22.32B,4.1,22.60B
3449,NOMD,Nomad Foods Limited,2.43B,16.15,3.61B
3450,NOTE,"FiscalNote Holdings, Inc.",98.53M,0.573,109.68M
3451,NOTV,"Inotiv, Inc.",62.87M,1.83,505.30M
3452,NOV,NOV Inc.,4.42B,11.9,8.79B
3453,NOVT,Novanta Inc.,4.16B,115.67,956.88M
3454,NOW,"ServiceNow, Inc.",181.06B,872.51,12.06B
3455,NPAC,New Providence Acquisition Corp. III,388.52M,10.3,-
3456,NPB,"Northpointe Bancshares, Inc.",510.32M,14.85,204.71M
3457,NPCE,"NeuroPace, Inc.",294.53M,8.98,84.31M
3458,NPK,"National Presto Industries, Inc.",712.16M,99.64,450.60M
3459,NPKI,NPK International Inc.,784.38M,9.29,234.74M
3460,NPO,Enpro Inc.,4.51B,214.02,1.08B
3461,NPWR,NET Power Inc.,589.29M,2.69,250.00K
3462,NRC,National Research Corporation,348.87M,15.1,140.31M
3463,NRDS,"NerdWallet, Inc.",684.03M,9.18,771.20M
3464,NRDY,"Nerdy, Inc.",235.73M,1.28,178.38M
3465,NREF,"NexPoint Real Estate Finance, Inc.",324.34M,14.25,123.45M
3466,NRG,"NRG Energy, Inc.",29.51B,152.54,29.37B
3467,NRGV,"Energy Vault Holdings, Inc.",226.26M,1.45,51.72M
3468,NRIM,"Northrim BanCorp, Inc.",456.17M,82.62,175.04M
3469,NRIX,"Nurix Therapeutics, Inc.",752.26M,9.84,88.38M
3470,NRP,Natural Resource Partners L.P.,1.36B,103.25,219.50M
3471,NRSN,NeuroSense Therapeutics Ltd.,30.23M,1.26,-
3472,NRT,North European Oil Royalty Trust,50.46M,5.49,6.18M
3473,NRXP,"NRx Pharmaceuticals, Inc.",49.15M,2.52,-
3474,NRXS,"NeurAxis, Inc.",23.44M,2.46,2.93M
3475,NSA,National Storage Affiliates Trust,3.83B,29.76,741.26M
3476,NSC,Norfolk Southern Corporation,62.83B,280.03,12.18B
3477,NSIT,"Insight Enterprises, Inc.",3.87B,123.13,8.36B
3478,NSP,"Insperity, Inc.",2.01B,53.47,6.70B
3479,NSPR,"InspireMD, Inc.",100.96M,2.41,7.07M
3480,NSSC,"Napco Security Technologies, Inc.",1.07B,29.89,181.23M
3481,NSTS,"NSTS Bancorp, Inc.",59.29M,12.14,9.12M
3482,NSYS,Nortech Systems Incorporated,23.25M,8.29,117.60M
3483,NTAP,"NetApp, Inc.",21.25B,106.21,6.57B
3484,NTB,The Bank of N.T. Butterfield & Son Limited,1.85B,45,588.90M
3485,NTCL,NetClass Technology Inc,40.50M,2,10.10M
3486,NTCT,"NetScout Systems, Inc.",1.56B,21.58,834.86M
3487,NTES,"NetEase, Inc.",82.57B,128.62,14.78B
3488,NTGR,"NETGEAR, Inc.",729.28M,25.14,697.87M
3489,NTHI,"NeOnc Technologies Holdings, Inc.",91.14M,4.79,79.99K
3490,NTIC,Northern Technologies International Corporation,71.72M,7.57,85.27M
3491,NTIP,"Network-1 Technologies, Inc.",32.67M,1.43,250.00K
3492,NTLA,"Intellia Therapeutics, Inc.",1.12B,10.79,52.86M
3493,NTNX,"Nutanix, Inc.",19.19B,71.6,2.43B
3494,NTR,Nutrien Ltd.,27.08B,55.69,25.02B
3495,NTRA,"Natera, Inc.",20.78B,151.95,1.96B
3496,NTRB,Nutriband Inc.,79.80M,7.17,2.40M
3497,NTRP,"NextTrip, Inc.",31.62M,4.03,451.46K
3498,NTRS,Northern Trust Corporation,23.96B,125.65,7.85B
3499,NTST,NETSTREIT Corp.,1.56B,18.54,179.74M
3500,NTWK,"NetSol Technologies, Inc.",47.77M,4.08,64.13M
3501,NTWO,Newbury Street II Acquisition Corp,249.12M,10.33,-
3502,NTZ,Natuzzi S.p.A.,29.52M,2.68,337.65M
3503,NU,Nu Holdings Ltd.,59.34B,12.3,5.65B
3504,NUE,Nucor Corporation,32.07B,138.98,30.81B
3505,NUKK,Nukkleus Inc.,25.20M,4.7,5.91M
3506,NUS,"Nu Skin Enterprises, Inc.",442.04M,8.93,1.63B
3507,NUTX,Nutex Health Inc.,488.41M,87.92,624.28M
3508,NUVB,Nuvation Bio Inc.,782.60M,2.3,14.36M
3509,NUVL,"Nuvalent, Inc.",5.32B,74.11,-
3510,NUWE,"Nuwellis, Inc.",591.89K,5.2,8.79M
3511,NVA,Nova Minerals Limited,83.86M,12.96,-
3512,NVAX,"Novavax, Inc.",1.36B,8.37,1.08B
3513,NVCR,NovoCure Limited,1.24B,11.13,630.16M
3514,NVCT,"Nuvectis Pharma, Inc.",152.74M,5.99,-
3515,NVDA,NVIDIA Corporation,"4,458.73B",182.7,148.52B
3516,NVEC,NVE Corporation,298.26M,61.66,25.20M
3517,NVFY,"Nova LifeStyle, Inc.",24.88M,1.815,9.95M
3518,NVGS,Navigator Holdings Ltd.,1.10B,15.86,583.93M
3519,NVMI,Nova Ltd.,7.95B,270.31,807.09M
3520,NVNI,Nvni Group Limited,58.12M,0.63,31.25M
3521,NVNO,enVVeno Medical Corporation,89.31M,4.64,-
3522,NVO,Novo Nordisk A/S,224.34B,51.08,49.11B
3523,NVR,"NVR, Inc.",22.55B,"7,858.68",10.72B
3524,NVRI,Enviri Corporation,697.61M,8.65,2.24B
3525,NVS,Novartis AG,225.61B,116.84,55.19B
3526,NVST,Envista Holdings Corporation,3.36B,20.24,2.55B
3527,NVT,nVent Electric plc,14.27B,88.68,3.31B
3528,NVTS,Navitas Semiconductor Corporation,1.42B,6.66,68.17M
3529,NVVE,Nuvve Holding Corp.,7.36M,0.503,5.44M
3530,NVX,NOVONIX Limited,185.38M,1.18,5.85M
3531,NWBI,"Northwest Bancshares, Inc.",1.68B,11.5,561.86M
3532,NWE,"NorthWestern Energy Group, Inc.",3.40B,55.33,1.53B
3533,NWFL,Norwood Financial Corp.,222.62M,24.18,53.96M
3534,NWG,NatWest Group plc,56.80B,14.17,20.36B
3535,NWGL,Nature Wood Group Limited,18.48M,1.117,21.54M
3536,NWL,Newell Brands Inc.,2.05B,4.88,7.40B
3537,NWN,Northwest Natural Holding Company,1.64B,39.97,1.24B
3538,NWPX,"NWPX Infrastructure, Inc.",479.14M,48.51,499.13M
3539,NWSA,News Corporation,16.11B,28.52,8.45B
3540,NWTG,"Newton Golf Company, Inc.",8.13M,1.8,4.31M
3541,NWTN,NWTN Inc.,336.03M,1.15,12.00M
3542,NX,Quanex Building Products Corporation,897.41M,19.63,1.63B
3543,NXDR,"Nextdoor Holdings, Inc.",795.78M,2.08,250.11M
3544,NXE,NexGen Energy Ltd.,3.93B,6.88,-
3545,NXGL,"NEXGEL, Inc.",21.70M,2.69,10.23M
3546,NXL,"Nexalin Technology, Inc.",15.68M,0.9,174.81K
3547,NXPI,NXP Semiconductors N.V.,52.23B,207.16,12.12B
3548,NXPL,NextPlat Corp,19.47M,0.75,62.52M
3549,NXRT,"NexPoint Residential Trust, Inc.",790.00M,31.02,254.45M
3550,NXST,"Nexstar Media Group, Inc.",5.66B,186.8,5.32B
3551,NXT,Nextracker Inc.,8.32B,56.21,3.10B
3552,NXTC,"NextCure, Inc.",13.09M,4.89,-
3553,NXTT,Next Technology Holding Inc.,759.10M,1.74,1.80M
3554,NXXT,NextNRG Inc.,167.28M,1.39,37.45M
3555,NYAX,Nayax Ltd.,1.58B,42.54,331.16M
3556,NYC,American Strategic Investment Co.,34.26M,13.01,54.87M
3557,NYMT,"New York Mortgage Trust, Inc.",599.68M,6.64,205.40M
3558,NYT,The New York Times Company,9.36B,57.49,2.66B
3559,NYXH,Nyxoah SA,282.12M,7.42,4.72M
3560,O,Realty Income Corporation,52.67B,57.44,5.48B
3561,OABI,"OmniAb, Inc.",241.72M,1.97,23.03M
3562,OACC,Oaktree Acquisition Corp. III Life Sciences,257.38M,10.47,-
3563,OAKU,Oak Woods Acquisition Corporation,63.01M,11.76,-
3564,OBA,Oxley Bridge Acquisition Limited,308.62M,10.02,-
3565,OBDC,Blue Owl Capital Corporation,7.24B,14.17,1.75B
3566,OBE,Obsidian Energy Ltd.,388.99M,5.79,508.85M
3567,OBIO,"Orchestra BioMed Holdings, Inc.",146.21M,2.71,2.89M
3568,OBK,"Origin Bancorp, Inc.",1.11B,35.69,340.87M
3569,OBLG,"Oblong, Inc.",5.39M,3.38,2.37M
3570,OBT,"Orange County Bancorp, Inc.",317.10M,23.5,105.51M
3571,OC,Owens Corning,12.03B,143.88,11.74B
3572,OCC,Optical Cable Corporation,49.04M,5.96,69.00M
3573,OCFC,OceanFirst Financial Corp.,941.98M,16.42,376.08M
3574,OCFT,"OneConnect Financial Technology Co., Ltd.",290.63M,7.41,260.82M
3575,OCG,Oriental Culture Holding LTD,93.30M,4.5,622.69K
3576,OCGN,"Ocugen, Inc.",291.84M,0.998,4.75M
3577,OCS,Oculis Holding AG,993.06M,18.21,847.33K
3578,OCSL,Oaktree Specialty Lending Corporation,1.18B,13.4,334.10M
3579,OCTO,Eightco Holdings Inc.,4.51M,1.48,41.58M
3580,OCUL,"Ocular Therapeutix, Inc.",2.12B,12.2,56.66M
3581,ODC,Oil-Dri Corporation of America,848.29M,57.95,474.06M
3582,ODD,Oddity Tech Ltd.,3.25B,58.22,751.85M
3583,ODFL,"Old Dominion Freight Line, Inc.",30.36B,144.46,5.64B
3584,ODP,The ODP Corporation,583.93M,19.46,6.69B
3585,ODV,Osisko Development Corp.,338.93M,2.51,1.94M
3586,ODYS,Odysight.ai Inc.,71.79M,4.4,5.84M
3587,OEC,Orion S.A.,591.26M,10.53,1.84B
3588,OESX,"Orion Energy Systems, Inc.",23.87M,0.678,79.39M
3589,OFAL,OFA Group,23.61M,1.38,386.36K
3590,OFG,OFG Bancorp,1.86B,41.72,619.47M
3591,OFIX,Orthofix Medical Inc.,494.07M,12.51,809.03M
3592,OFLX,"Omega Flex, Inc.",327.86M,32.48,100.70M
3593,OFS,OFS Capital Corporation,111.34M,8.31,43.34M
3594,OGE,OGE Energy Corp.,9.14B,45.37,3.22B
3595,OGEN,"Oragenics, Inc.",954.60K,1.16,-
3596,OGI,Organigram Global Inc.,192.81M,1.445,135.03M
3597,OGN,Organon & Co.,2.40B,9.22,6.28B
3598,OGS,"ONE Gas, Inc.",4.51B,75.22,2.33B
3599,OHI,"Omega Healthcare Investors, Inc.",12.22B,39.95,1.11B
3600,OI,"O-I Glass, Inc.",2.07B,13.42,6.48B
3601,OII,"Oceaneering International, Inc.",2.14B,21.36,2.77B
3602,OIS,"Oil States International, Inc.",304.18M,5.02,664.29M
3603,OKE,"ONEOK, Inc.",46.89B,74.46,27.95B
3604,OKLO,Oklo Inc.,11.10B,75.32,-
3605,OKTA,"Okta, Inc.",16.03B,91.55,2.68B
3606,OKUR,"OnKure Therapeutics, Inc.",27.56M,2.02,-
3607,OKYO,OKYO Pharma Limited,122.99M,3.27,-
3608,OLB,"The OLB Group, Inc.",4.41M,1.57,11.66M
3609,OLED,Universal Display Corporation,6.54B,137.65,661.99M
3610,OLLI,"Ollie's Bargain Outlet Holdings, Inc.",8.29B,135.1,2.34B
3611,OLMA,"Olema Pharmaceuticals, Inc.",317.47M,4.63,-
3612,OLN,Olin Corporation,2.17B,18.92,6.66B
3613,OLO,Olo Inc.,1.73B,10.2,314.33M
3614,OLP,"One Liberty Properties, Inc.",490.10M,22.69,94.84M
3615,OLPX,"Olaplex Holdings, Inc.",860.53M,1.29,423.08M
3616,OM,"Outset Medical, Inc.",227.41M,12.8,119.30M
3617,OMAB,"Grupo Aeroportuario del Centro Norte, S.A.B. de C.V.",5.21B,108.03,834.65M
3618,OMC,Omnicom Group Inc.,14.13B,72.94,15.91B
3619,OMCC,Old Market Capital Corporation,40.18M,5.95,9.37M
3620,OMCL,"Omnicell, Inc.",1.42B,30.83,1.15B
3621,OMDA,"Omada Health, Inc.",1.08B,19.02,189.67M
3622,OMER,Omeros Corporation,272.53M,4.06,-
3623,OMEX,"Odyssey Marine Exploration, Inc.",64.96M,1.66,700.61K
3624,OMF,"OneMain Holdings, Inc.",6.64B,55.83,2.76B
3625,OMH,Ohmyhome Limited,29.34M,1.27,7.98M
3626,OMI,"Owens & Minor, Inc.",543.19M,7.09,10.72B
3627,OMSE,OMS Energy Technologies Inc.,295.44M,6.96,203.61M
3628,ON,ON Semiconductor Corporation,19.49B,47.66,6.40B
3629,ONB,Old National Bancorp,8.13B,20.74,1.89B
3630,ONC,BeOne Medicines Ltd.,31.71B,287.36,4.56B
3631,ONCH,1RT Acquisition Corp.,220.29M,10.49,-
3632,ONCO,"Onconetix, Inc.",1.48M,2.84,1.93M
3633,ONCY,Oncolytics Biotech Inc.,82.91M,0.858,-
3634,ONDS,Ondas Holdings Inc.,620.40M,3.55,10.82M
3635,ONEG,OneConstruction Group Limited,83.85M,6.45,60.90M
3636,ONEW,OneWater Marine Inc.,249.16M,15.21,1.79B
3637,ONFO,"Onfolio Holdings, Inc.",5.49M,1.07,9.09M
3638,ONIT,Onity Group Inc.,308.92M,38.35,986.90M
3639,ONL,Orion Properties Inc.,144.98M,2.58,152.11M
3640,ONMD,OneMedNet Corporation,17.78M,0.46,532.00K
3641,ONON,On Holding AG,14.79B,45.66,2.87B
3642,ONTF,"ON24, Inc.",209.40M,4.93,143.07M
3643,ONTO,Onto Innovation Inc.,5.03B,102.88,1.04B
3644,OOMA,"Ooma, Inc.",304.82M,11.06,259.38M
3645,OP,OceanPal Inc.,14.77M,0.108,19.44M
3646,OPAD,Offerpad Solutions Inc.,35.48M,1.16,703.35M
3647,OPAL,OPAL Fuels Inc.,383.15M,2.21,329.93M
3648,OPBK,OP Bancorp,189.35M,12.77,84.08M
3649,OPCH,"Option Care Health, Inc.",4.58B,28.21,5.37B
3650,OPEN,Opendoor Technologies Inc.,1.42B,1.95,5.18B
3651,OPFI,OppFi Inc.,1.59B,10.76,320.84M
3652,OPHC,"OptimumBank Holdings, Inc.",49.94M,4.25,41.27M
3653,OPI,Office Properties Income Trust,17.35M,0.235,466.97M
3654,OPK,"OPKO Health, Inc.",992.23M,1.25,664.03M
3655,OPOF,Old Point Financial Corporation,205.48M,40.25,60.35M
3656,OPRA,Opera Limited,1.43B,15.92,521.49M
3657,OPRT,Oportun Financial Corporation,260.10M,5.91,724.76M
3658,OPRX,OptimizeRx Corporation,321.02M,17.3,104.75M
3659,OPT,Opthea Limited,466.57M,3.41,208.86K
3660,OPTT,"Ocean Power Technologies, Inc.",93.87M,0.529,5.86M
3661,OPTX,"Syntec Optics Holdings, Inc.",59.43M,1.6,29.39M
3662,OPXS,"Optex Systems Holdings, Inc",94.26M,13.68,37.43M
3663,OPY,Oppenheimer Holdings Inc.,756.43M,71.9,1.40B
3664,OR,OR Royalties Inc.,5.73B,30.41,214.00M
3665,ORA,"Ormat Technologies, Inc.",5.26B,86.68,906.31M
3666,ORC,"Orchid Island Capital, Inc.",904.85M,7.14,24.26M
3667,ORCL,Oracle Corporation,702.35B,250.05,57.40B
3668,ORGN,"Origin Materials, Inc.",136.25M,0.909,29.89M
3669,ORGO,Organogenesis Holdings Inc.,577.82M,4.555,429.53M
3670,ORI,Old Republic International Corporation,9.09B,37.36,8.67B
3671,ORIC,"ORIC Pharmaceuticals, Inc.",787.47M,9.24,-
3672,ORIQ,Origin Investment Corp I,64.27M,10.07,-
3673,ORIS,Oriental Rise Holdings Limited,2.98M,0.136,15.01M
3674,ORKA,"Oruka Therapeutics, Inc.",490.10M,12.96,-
3675,ORKT,Orangekloud Technology Inc.,18.66M,0.799,2.96M
3676,ORLA,Orla Mining Ltd.,3.29B,10.09,417.31M
3677,ORLY,"O'Reilly Automotive, Inc.",87.89B,103.33,17.12B
3678,ORMP,Oramed Pharmaceuticals Inc.,85.37M,2.09,2.00M
3679,ORN,"Orion Group Holdings, Inc.",274.17M,6.9,837.49M
3680,ORRF,"Orrstown Financial Services, Inc.",625.15M,31.93,233.72M
3681,OS,"OneStream, Inc.",4.82B,20.12,545.51M
3682,OSBC,"Old Second Bancorp, Inc.",755.14M,16.76,282.18M
3683,OSCR,"Oscar Health, Inc.",3.99B,15.46,10.73B
3684,OSIS,"OSI Systems, Inc.",3.79B,225.19,1.69B
3685,OSK,Oshkosh Corporation,8.60B,134.36,10.38B
3686,OSPN,OneSpan Inc.,494.77M,12.91,240.62M
3687,OSRH,"OSR Holdings, Inc.",11.64M,0.604,-148.95K
3688,OSS,"One Stop Systems, Inc.",119.93M,5.47,55.21M
3689,OST,"Ostin Technology Group Co., Ltd.",7.83M,1.47,38.33M
3690,OSTX,OS Therapies Incorporated,57.85M,1.73,-
3691,OSUR,"OraSure Technologies, Inc.",203.69M,2.785,138.53M
3692,OSW,OneSpaWorld Holdings Limited,2.19B,21.36,919.26M
3693,OTEX,Open Text Corporation,7.72B,30.91,5.17B
3694,OTF,Blue Owl Technology Finance Corp.,6.94B,14.86,839.89M
3695,OTIS,Otis Worldwide Corporation,34.33B,87.47,14.17B
3696,OTLK,"Outlook Therapeutics, Inc.",81.42M,1.9,-
3697,OTLY,Oatly Group AB,494.11M,16.6,828.20M
3698,OTRK,"Ontrak, Inc.",2.65M,0.374,10.18M
3699,OTTR,Otter Tail Corporation,3.34B,79.73,1.31B
3700,OUST,"Ouster, Inc.",1.39B,25.8,125.85M
3701,OUT,OUTFRONT Media Inc.,2.80B,16.75,1.80B
3702,OVBC,Ohio Valley Banc Corp.,161.40M,34.45,63.49M
3703,OVID,Ovid Therapeutics Inc.,36.61M,0.515,548.00K
3704,OVLY,Oak Valley Bancorp,226.44M,27.15,79.67M
3705,OVV,Ovintiv Inc.,10.26B,39.9,8.95B
3706,OWL,Blue Owl Capital Inc.,30.60B,19.75,2.62B
3707,OWLT,"Owlet, Inc.",153.68M,9.3,84.41M
3708,OXBR,Oxbridge Re Holdings Limited,13.46M,1.75,1.36M
3709,OXM,"Oxford Industries, Inc.",580.84M,38.89,1.51B
3710,OXSQ,Oxford Square Capital Corp.,179.42M,2.36,40.24M
3711,OXY,Occidental Petroleum Corporation,43.63B,44.32,27.15B
3712,OYSE,Oyster Enterprises II Acquisition Corp,334.68M,10.15,-
3713,OZ,"Belpointe PREP, LLC",241.02M,62.01,5.70M
3714,OZK,Bank OZK,5.41B,47.99,1.51B
3715,PAA,"Plains All American Pipeline, L.P.",12.56B,17.86,47.80B
3716,PAAS,Pan American Silver Corp.,11.57B,31.95,3.12B
3717,PAC,"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.",12.21B,240.92,1.75B
3718,PACB,"Pacific Biosciences of California, Inc.",405.11M,1.35,156.11M
3719,PACH,Pioneer Acquisition I Corp,317.36M,10,-
3720,PACK,Ranpak Holdings Corp.,333.23M,3.95,380.70M
3721,PACS,"PACS Group, Inc.",1.73B,11.14,3.56B
3722,PAG,"Penske Automotive Group, Inc.",11.55B,174.83,30.58B
3723,PAGP,"Plains GP Holdings, L.P.",4.48B,19.24,50.09B
3724,PAGS,PagSeguro Digital Ltd.,2.54B,8.51,3.29B
3725,PAHC,Phibro Animal Health Corporation,1.14B,28.1,1.19B
3726,PAII,Pyrophyte Acquisition Corp. II,240.48M,10.1,-
3727,PAL,"Proficient Auto Logistics, Inc.",163.77M,6.05,336.06M
3728,PALI,"Palisade Bio, Inc.",4.67M,0.79,-
3729,PAM,Pampa Energía S.A.,4.09B,74.71,2.06B
3730,PAMT,Pamt Corp.,260.88M,12.41,655.58M
3731,PANL,"Pangaea Logistics Solutions, Ltd.",322.20M,4.91,579.78M
3732,PANW,"Palo Alto Networks, Inc.",111.59B,167.06,8.87B
3733,PAPL,Pineapple Financial Inc.,6.41M,4.9,2.98M
3734,PAR,PAR Technology Corporation,1.89B,46.73,418.02M
3735,PARR,"Par Pacific Holdings, Inc.",1.39B,27.3,7.61B
3736,PASG,"Passage Bio, Inc.",19.56M,6.27,-
3737,PATH,UiPath Inc.,5.70B,10.66,1.45B
3738,PATK,"Patrick Industries, Inc.",3.34B,100.34,3.82B
3739,PAVM,PAVmed Inc.,8.05M,0.457,1.99M
3740,PAVS,Paranovus Entertainment Technology Ltd.,53.87M,0.8,71.54K
3741,PAX,Patria Investments Limited,2.18B,13.65,397.50M
3742,PAY,"Paymentus Holdings, Inc.",4.25B,33.91,1.04B
3743,PAYC,"Paycom Software, Inc.",12.93B,229.85,1.96B
3744,PAYO,Payoneer Global Inc.,2.39B,6.64,1.02B
3745,PAYS,"Paysign, Inc.",305.48M,5.61,68.54M
3746,PAYX,"Paychex, Inc.",50.86B,141.19,5.57B
3747,PB,"Prosperity Bancshares, Inc.",6.29B,66.06,1.23B
3748,PBA,Pembina Pipeline Corporation,20.66B,35.5,5.91B
3749,PBBK,"PB Bankshares, Inc.",43.57M,18.35,13.36M
3750,PBF,PBF Energy Inc.,2.57B,22.02,30.28B
3751,PBFS,"Pioneer Bancorp, Inc.",312.15M,12.41,91.37M
3752,PBH,Prestige Consumer Healthcare Inc.,3.23B,65.58,1.12B
3753,PBHC,"Pathfinder Bancorp, Inc.",89.38M,14.36,39.02M
3754,PBI,Pitney Bowes Inc.,1.92B,11.18,1.97B
3755,PBM,Psyence Biomedical Ltd.,2.34M,4.01,-
3756,PBPB,Potbelly Corporation,379.77M,12.55,469.14M
3757,PBR,Petróleo Brasileiro S.A. - Petrobras,75.67B,12.12,90.50B
3758,PBR.A,Petróleo Brasileiro S.A. - Petrobras,75.67B,11.22,90.50B
3759,PBT,Permian Basin Royalty Trust,758.33M,16.27,24.14M
3760,PBYI,"Puma Biotechnology, Inc.",183.16M,3.69,238.06M
3761,PC,Premium Catering (Holdings) Limited,24.66M,7.6,3.35M
3762,PCAP,ProCap Acquisition Corp,318.89M,10.52,-
3763,PCAR,PACCAR Inc,51.11B,97.34,31.10B
3764,PCB,PCB Bancorp,290.18M,20.83,102.26M
3765,PCG,PG&E Corporation,32.97B,15,24.45B
